source_csv,WarningCode,a_id,a_commit,a_date,a_message,a_file,a_suppressed_annotation,a_line_no,a_annotation_type,a_diffs,a_pre_commit,a_post_commit,Category,Category explanation,d_id,d_commit,d_date,d_message,d_file,d_suppressed_annotation,d_line_no,d_annotation_type,d_diffs,d_pre_commit,d_post_commit
fll-sw.csv,SIC_INNER_SHOULD_BE_STATIC_ANON,fll_a_33,9a9354103dee0778be56ed97da07533e1825761e,2013-12-28 8:27:52,Cleanup findbug warnings from 2.0.3,scoring/src/fll/subjective/SubjectiveFrame.java,"@SuppressFBWarnings(value = ""SIC_INNER_SHOULD_BE_STATIC_ANON"", justification = ""Static inner class to replace anonomous listener isn't worth the confusion of finding the class definition"")",530,Added," @@ -525,7 +527,7 @@ public final class SubjectiveFrame extends JFrame {
     * 
     * @return true if everything is ok
     */
-  @edu.umd.cs.findbugs.annotations.SuppressWarnings(value = ""SIC_INNER_SHOULD_BE_STATIC_ANON"", justification = ""Static inner class to replace anonomous listener isn't worth the confusion of finding the class definition"")
+  @SuppressFBWarnings(value = ""SIC_INNER_SHOULD_BE_STATIC_ANON"", justification = ""Static inner class to replace anonomous listener isn't worth the confusion of finding the class definition"")
    private boolean validateData() {
      stopCellEditors();
  
 @@ -544,8 +546,7 @@ public final class SubjectiveFrame extends JFrame {","  @edu.umd.cs.findbugs.annotations.SuppressWarnings(value = ""SIC_INNER_SHOULD_BE_STATIC_ANON"", justification = ""Static inner class to replace anonomous listener isn't worth the confusion of finding the class definition"")
  private boolean validateData() {
    stopCellEditors();

    final List<String> warnings = new LinkedList<String>();
    for (final ScoreCategory subjectiveCategory : getChallengeDescription().getSubjectiveCategories()) {
      final String category = subjectiveCategory.getName();
      final String categoryTitle = subjectiveCategory.getTitle();

      final List<AbstractGoal> goals = subjectiveCategory.getGoals();
      final List<Element> scoreElements = SubjectiveTableModel.getScoreElements(_scoreDocument, category);
      for (final Element scoreElement : scoreElements) {
        int numValues = 0;
        for (final AbstractGoal goal : goals) {
          final String goalName = goal.getName();

          final Element subEle = SubjectiveUtils.getSubscoreElement(scoreElement, goalName);
          if (null != subEle) {
            final String value = subEle.getAttribute(""value"");
            if (null != value
                && !"""".equals(value)) {
              numValues++;
            }
          }
        }
        if (numValues != goals.size()
            && numValues != 0) {
          warnings.add(categoryTitle
              + "": "" + scoreElement.getAttribute(""teamNumber"") + "" has too few scores (needs all or none): ""
              + numValues);
        }

      }
    }

    if (!warnings.isEmpty()) {
      // join the warnings with carriage returns and display them
      final StyledDocument doc = new DefaultStyledDocument();
      for (final String warning : warnings) {
        try {
          doc.insertString(doc.getLength(), warning
              + ""\n"", null);
        } catch (final BadLocationException ble) {
          throw new RuntimeException(ble);
        }
      }
      final JDialog dialog = new JDialog(this, ""Warnings"");
      final Container cpane = dialog.getContentPane();
      cpane.setLayout(new BorderLayout());
      final JButton okButton = new JButton(""Ok"");
      cpane.add(okButton, BorderLayout.SOUTH);
      okButton.addActionListener(new ActionListener() {
        public void actionPerformed(final ActionEvent ae) {
          dialog.setVisible(false);
          dialog.dispose();
        }
      });
      cpane.add(new JTextPane(doc), BorderLayout.CENTER);
      dialog.pack();
      dialog.setVisible(true);
      return false;
    } else {
      return true;
    }
  }","  /**
   * Make sure the data in the table is valid. This checks to make sure that for
   * all rows, all columns that contain numeric data are actually set, or none
   * of these columns are set in a row. This avoids the case of partial data.
   * This method is fail fast in that it will display a dialog box on the first
   * error it finds.
   * 
   * @return true if everything is ok
   */
  @SuppressFBWarnings(value = ""SIC_INNER_SHOULD_BE_STATIC_ANON"", justification = ""Static inner class to replace anonomous listener isn't worth the confusion of finding the class definition"")
  private boolean validateData() {
    stopCellEditors();

    final List<String> warnings = new LinkedList<String>();
    for (final ScoreCategory subjectiveCategory : getChallengeDescription().getSubjectiveCategories()) {
      final String category = subjectiveCategory.getName();
      final String categoryTitle = subjectiveCategory.getTitle();

      final List<AbstractGoal> goals = subjectiveCategory.getGoals();
      final List<Element> scoreElements = SubjectiveTableModel.getScoreElements(_scoreDocument, category);
      for (final Element scoreElement : scoreElements) {
        int numValues = 0;
        for (final AbstractGoal goal : goals) {
          final String goalName = goal.getName();

          final Element subEle = SubjectiveUtils.getSubscoreElement(scoreElement, goalName);
          if (null != subEle) {
            final String value = subEle.getAttribute(""value"");
            if (!value.isEmpty()) {
              numValues++;
            }
          }
        }
        if (numValues != goals.size()
            && numValues != 0) {
          warnings.add(categoryTitle
              + "": "" + scoreElement.getAttribute(""teamNumber"") + "" has too few scores (needs all or none): ""
              + numValues);
        }

      }
    }

    if (!warnings.isEmpty()) {
      // join the warnings with carriage returns and display them
      final StyledDocument doc = new DefaultStyledDocument();
      for (final String warning : warnings) {
        try {
          doc.insertString(doc.getLength(), warning
              + ""\n"", null);
        } catch (final BadLocationException ble) {
          throw new RuntimeException(ble);
        }
      }
      final JDialog dialog = new JDialog(this, ""Warnings"");
      final Container cpane = dialog.getContentPane();
      cpane.setLayout(new BorderLayout());
      final JButton okButton = new JButton(""Ok"");
      cpane.add(okButton, BorderLayout.SOUTH);
      okButton.addActionListener(new ActionListener() {
        public void actionPerformed(final ActionEvent ae) {
          dialog.setVisible(false);
          dialog.dispose();
        }
      });
      cpane.add(new JTextPane(doc), BorderLayout.CENTER);
      dialog.pack();
      dialog.setVisible(true);
      return false;
    } else {
      return true;
    }
  }",Unactionable,fixing it would require extra refactoring with little practical benefit,,,,,,,,,,,
fll-sw.csv,SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE,fll_a_16,9a9354103dee0778be56ed97da07533e1825761e,2013-12-28 8:27:52,Cleanup findbug warnings from 2.0.3,scoring/src/fll/db/Queries.java,"@SuppressFBWarnings(value = { ""SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE"" }, justification = ""Need to generate list of columns off the goals"")",771,Added," @@ -767,7 +768,7 @@ public final class Queries {
     * @throws ParseException if the XML document is invalid.
     * @throws RuntimeException if a parameter is missing.
     */
-  @edu.umd.cs.findbugs.annotations.SuppressWarnings(value = { ""SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE"" }, justification = ""Need to generate list of columns off the goals"")
+  @SuppressFBWarnings(value = { ""SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE"" }, justification = ""Need to generate list of columns off the goals"")
    private static int updatePerformanceScore(final ChallengeDescription description,
                                              final Connection connection,
                                              final HttpServletRequest request) throws SQLException, ParseException,
 @@ -1004,7 +1005,7 @@ public final class Queries {","  @edu.umd.cs.findbugs.annotations.SuppressWarnings(value = { ""SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE"" }, justification = ""Need to generate list of columns off the goals"")
  private static int updatePerformanceScore(final ChallengeDescription description,
                                            final Connection connection,
                                            final HttpServletRequest request) throws SQLException, ParseException,
      RuntimeException {
    final int currentTournament = getCurrentTournament(connection);

    final WinnerType winnerCriteria = description.getWinner();
    final PerformanceScoreCategory performanceElement = description.getPerformance();
    final List<TiebreakerTest> tiebreakerElement = performanceElement.getTiebreaker();

    final String teamNumberStr = request.getParameter(""TeamNumber"");
    if (null == teamNumberStr) {
      throw new FLLRuntimeException(""Missing parameter: TeamNumber"");
    }
    final int teamNumber = Utilities.NUMBER_FORMAT_INSTANCE.parse(teamNumberStr).intValue();

    final String runNumberStr = request.getParameter(""RunNumber"");
    if (null == runNumberStr) {
      throw new FLLRuntimeException(""Missing parameter: RunNumber"");
    }
    final int runNumber = Utilities.NUMBER_FORMAT_INSTANCE.parse(runNumberStr).intValue();

    final String noShow = request.getParameter(""NoShow"");
    if (null == noShow) {
      throw new FLLRuntimeException(""Missing parameter: NoShow"");
    }

    final TeamScore teamScore = new HttpTeamScore(teamNumber, runNumber, request);

    final StringBuffer sql = new StringBuffer();

    sql.append(""UPDATE Performance SET "");

    sql.append(""NoShow = ""
        + noShow);

    sql.append("", ComputedTotal = ""
        + performanceElement.evaluate(teamScore));

    // now do each goal
    for (final AbstractGoal element : performanceElement.getGoals()) {
      if (!element.isComputed()) {
        final String name = element.getName();

        final String value = request.getParameter(name);
        if (null == value) {
          throw new FLLRuntimeException(""Missing parameter: ""
              + name);
        }
        if (element.isEnumerated()) {
          // enumerated
          sql.append("", ""
              + name + "" = '"" + value + ""'"");
        } else {
          sql.append("", ""
              + name + "" = "" + value);
        }
      } // !computed
    } // foreach goal

    sql.append("", Verified = ""
        + request.getParameter(""Verified""));

    sql.append("" WHERE TeamNumber = ""
        + teamNumber);

    sql.append("" AND RunNumber = ""
        + runNumberStr);
    sql.append("" AND Tournament = ""
        + currentTournament);

    int numRowsUpdated = 0;
    Statement stmt = null;
    try {
      stmt = connection.createStatement();
      numRowsUpdated = stmt.executeUpdate(sql.toString());
    } finally {
      SQLFunctions.close(stmt);
    }

    if (numRowsUpdated > 0) {
      // Check if we need to update the PlayoffData table
      final int numSeedingRounds = getNumSeedingRounds(connection, currentTournament);
      if (runNumber > numSeedingRounds) {
        if (LOGGER.isTraceEnabled()) {
          LOGGER.trace(""Updating playoff score from updatePerformanceScore"");
        }
        updatePlayoffScore(connection, request, currentTournament, winnerCriteria, performanceElement,
                           tiebreakerElement, teamNumber, runNumber, teamScore);
      }
    }

    return numRowsUpdated;
  }","  /**
   * Update a performance score in the database. All of the values are expected
   * to be in request.
   * 
   * @return the number of rows updated, should be 0 or 1
   * @throws SQLException on a database error.
   * @throws ParseException if the XML document is invalid.
   * @throws RuntimeException if a parameter is missing.
   */
  @SuppressFBWarnings(value = { ""SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE"" }, justification = ""Need to generate list of columns off the goals"")
  private static int updatePerformanceScore(final ChallengeDescription description,
                                            final Connection connection,
                                            final HttpServletRequest request) throws SQLException, ParseException,
      RuntimeException {
    final int currentTournament = getCurrentTournament(connection);

    final WinnerType winnerCriteria = description.getWinner();
    final PerformanceScoreCategory performanceElement = description.getPerformance();
    final List<TiebreakerTest> tiebreakerElement = performanceElement.getTiebreaker();

    final String teamNumberStr = request.getParameter(""TeamNumber"");
    if (null == teamNumberStr) {
      throw new FLLRuntimeException(""Missing parameter: TeamNumber"");
    }
    final int teamNumber = Utilities.NUMBER_FORMAT_INSTANCE.parse(teamNumberStr).intValue();

    final String runNumberStr = request.getParameter(""RunNumber"");
    if (null == runNumberStr) {
      throw new FLLRuntimeException(""Missing parameter: RunNumber"");
    }
    final int runNumber = Utilities.NUMBER_FORMAT_INSTANCE.parse(runNumberStr).intValue();

    final String noShow = request.getParameter(""NoShow"");
    if (null == noShow) {
      throw new FLLRuntimeException(""Missing parameter: NoShow"");
    }

    final TeamScore teamScore = new HttpTeamScore(teamNumber, runNumber, request);

    final StringBuffer sql = new StringBuffer();

    sql.append(""UPDATE Performance SET "");

    sql.append(""NoShow = ""
        + noShow);

    sql.append("", ComputedTotal = ""
        + performanceElement.evaluate(teamScore));

    // now do each goal
    for (final AbstractGoal element : performanceElement.getGoals()) {
      if (!element.isComputed()) {
        final String name = element.getName();

        final String value = request.getParameter(name);
        if (null == value) {
          throw new FLLRuntimeException(""Missing parameter: ""
              + name);
        }
        if (element.isEnumerated()) {
          // enumerated
          sql.append("", ""
              + name + "" = '"" + value + ""'"");
        } else {
          sql.append("", ""
